title,year,keywords,source,doi
Mise à contribution des automates cellulaires et de la chaîne de MARKOV dans la modélisation de l'occupation du sol dans les bassins versants aval de Lom Pangar,2026,Forestry; Geography; Geology,OpenAlex,https://doi.org/10.5281/zenodo.18862899
"Contribution of remote sensing and GIS and the analytical hierarchical process approach to identifying groundwater recharge in the Abacha watershed, Chad",2026,Groundwater recharge; Groundwater; Watershed; Hydrology (agriculture); Environmental science; Geographic information system; Depression-focused recharge; Water resource management; Drainage; Remote sensing; Water table; Land use; Geology; Resource (disambiguation); Water resources; Aquifer; Evapotranspiration,OpenAlex,https://doi.org/10.30574/gscarr.2026.26.3.0056
Research on Measuring the Vitality of “Urban Mines” in Coal-Resource-Based Cities Under Demand-Driven Conditions*—Taking the Central Urban Area of Huaibei City as an Example,2026,Vitality; Geography; Weighting; Environmental planning; Regional science; Geographic information system; Sustainable development; Environmental resource management; Spatial analysis; Central city; Urban planning; Quality (philosophy),OpenAlex,https://doi.org/10.3390/su18052499
KlemenCE548/Fractal-dimension-of-line-features-Repo: Code for: An automated GIS model for calculating horizontal and vertical fractal dimensions of hiking trails,2026,Fractal dimension; Fractal; Python (programming language); Scripting language; Computer science; Dimension (graph theory); Grid; Box counting; Fractal analysis; Digital elevation model; Feature (linguistics); Set (abstract data type); Horizontal line test; Code (set theory); Geographic information system; Data mining; Range (aeronautics); Algorithm; Spatial analysis; Line (geometry); Computer graphics (images); Mathematics; Sequence (biology),OpenAlex,https://doi.org/10.5281/zenodo.18860499
Gerard Crowley et al. Xenium with ElectrOmics 2025,2028,Python (programming language); Computer science; Upload; Code (set theory); Data file; Source code; Codebase; Sample (material); Raw data; Programming language; Database; Computer graphics (images); Order (exchange); File format,OpenAlex,https://doi.org/10.5281/zenodo.18063582
Gerard Crowley et al. Xenium with ElectrOmics 2025,2028,Python (programming language); Computer science; Upload; Code (set theory); Data file; Source code; Codebase; Sample (material); Raw data; Programming language; Database; Computer graphics (images); Order (exchange); File format,OpenAlex,https://doi.org/10.5281/zenodo.18063581
Reading Lilong: a postcolonial approach to typology,2028,Typology; Sociology; Postcolonialism (international relations); Politics; Construct (python library); Scholarship; Aesthetics; Reading (process); Architecture; Colonialism; Epistemology; Linguistics; Perspective (graphical),OpenAlex,https://doi.org/10.21954/ou.ro.00108524
Geospatial modelling of violence against children and young people in Namibia: Evidence from the Violence Against Children and Youth Survey,2028,Geospatial analysis; Poison control; Psychological intervention; Suicide prevention; Human factors and ergonomics; Injury prevention; Psychology; Occupational safety and health; Public health; Multilevel model; Environmental health; Young adult; Geography; Domestic violence; Developmental psychology; Demography,OpenAlex,https://doi.org/10.18743/pub.00057048
Mechanisms of Heterochromatin Regulation by HP1 Proteins and the Chromatin Remodeler Mit1,2028,Heterochromatin protein 1; Heterochromatin; Euchromatin; Chromodomain; Biology; Chromatin; Nucleosome; Effector; EZH2; Cell biology; Histone; Genetics; Non-histone protein; Chromatin remodeling; Histone H3; Centromere; Schizosaccharomyces; RNA-induced transcriptional silencing; Epigenetics; Histone code,OpenAlex,https://doi.org/10.48617/etd.1490
Seascape genomics uncovers contrasting population genetic structures in reef corals,2027,Seascape; Ecology; Genetic structure; Population; Biodiversity; Reef; Coral reef; Biological dispersal; Biology; Geography; Phylogeography; Population genomics; Fishery; Environmental change; Abiotic component; Conservation biology; Isolation by distance; Overfishing,OpenAlex,https://doi.org/10.5281/zenodo.17540001
Neuro-related tertiary lymphoid structures predict chemotherapy sensitivity in pancreatic cancer,2027,Medicine; Gemcitabine; Chemotherapy; Pancreatic cancer; Transcriptome; Pancreatic carcinoma; Paclitaxel; Oncology; Internal medicine; Neoadjuvant therapy; Pathology; Cancer; Pancreatic ductal adenocarcinoma; Immunohistochemistry; Pancreas; Carcinoma; Radiation therapy; Adenocarcinoma; Antibody,OpenAlex,https://doi.org/10.5281/zenodo.17760849
Neuro-related tertiary lymphoid structures predict chemotherapy sensitivity in pancreatic cancer,2027,Medicine; Gemcitabine; Chemotherapy; Pancreatic cancer; Transcriptome; Pancreatic carcinoma; Paclitaxel; Oncology; Internal medicine; Neoadjuvant therapy; Pathology; Cancer; Pancreatic ductal adenocarcinoma; Immunohistochemistry; Pancreas; Carcinoma; Radiation therapy; Adenocarcinoma; Antibody,OpenAlex,https://doi.org/10.5281/zenodo.17760848
Exploratory Geospatial Analysis and Modelling to Support Trachoma Elimination and Surveillance,2027,Trachoma; Geospatial analysis; Trichiasis; Environmental health; Geography; Public health; Medicine; Neglected tropical diseases; General partnership; Blindness; Logistic regression; Chlamydia trachomatis,OpenAlex,https://doi.org/10.17037/pubs.04677698
Alzheimer's disease-induced phagocytic microglia express specific profile of coding and non-coding RNAs,2027,Microglia; Coding (social sciences); Disease; Biology; Phagocytosis; Neuroscience; Computational biology,OpenAlex,https://doi.org/10.5281/zenodo.7802699
Haafus’ Small Stories of Belonging: Claiming “Japaneseness” in Japan,2027,CONTEST; Narrative; Framing (construction); Sociology; Storytelling; Identity (music); Gender studies; Social connectedness; Chronotope; Event (particle physics); Media studies; Deixis; Discourse analysis; Indexicality; Aesthetics; History; Social psychology,OpenAlex,https://doi.org/10.18743/pub.00056978
Human iPSC-derived microglia carrying LRRK2-G2019 mutation show Parkinson's disease related transcriptional profile and functions,2027,LRRK2; Microglia; Parkinson's disease; Neuroscience; Disease; Mutation; Biology; Medicine,OpenAlex,https://doi.org/10.5281/zenodo.7803015
Pilot Assignment and Channel Estimation for User-Centric Cell-Free Massive MIMO Systems,2027,MIMO; Telecommunications link; Channel (broadcasting); Computer science; Channel state information; Beamforming; Subspace topology; Precoding; Wireless; Real-time computing; Multi-user MIMO; 3G MIMO; Algorithm; Interference (communication); Tabu search; Covariance matrix; Scalability; Engineering,OpenAlex,https://doi.org/10.17638/03195331
Human iPSC-derived microglia carrying LRRK2-G2019 mutation show Parkinson's disease related transcriptional profile and functions,2027,LRRK2; Microglia; Parkinson's disease; Disease; Mutation; Biology; Neuroscience; Genetics; Medicine,OpenAlex,https://doi.org/10.5281/zenodo.7803014
Alzheimer's disease-induced phagocytic microglia express specific profile of coding and non-coding RNAs,2027,Microglia; Coding (social sciences); Disease; Phagocytosis; Biology; Long non-coding RNA; Computational biology,OpenAlex,https://doi.org/10.5281/zenodo.7802698
From Sparse to Dense: Label-Efficient Weakly Supervised Segmentation for Images and Videos,2027,Computer science; Discriminative model; Artificial intelligence; Segmentation; Object (grammar); Process (computing); Bottleneck; Class (philosophy); Salient; Object detection; Machine learning; Semantics (computer science); Training set; Pattern recognition (psychology); Cover (algebra); Computer vision; Margin (machine learning),OpenAlex,https://doi.org/10.17638/03195330
Analysis of Historical Climate Change and Variability in the Selected districts of Eastern Ethiopia,2026,Precipitation; Geography; Anomaly (physics); Agriculture; Climate change; Cropping; Food security; Climatic variability; Climate extremes; Climatology; Environmental science; Rainfed agriculture; Crop; Physical geography; Global warming; Agricultural productivity; Climate pattern; Spatial variability,OpenAlex,https://doi.org/10.5281/zenodo.18146009
Analysis of Historical Climate Change and Variability in the Selected districts of Eastern Ethiopia,2026,Precipitation; Geography; Anomaly (physics); Agriculture; Climate change; Cropping; Food security; Climatic variability; Climate extremes; Climatology; Environmental science; Rainfed agriculture; Crop; Physical geography; Global warming; Agricultural productivity; Climate pattern; Spatial variability,OpenAlex,https://doi.org/10.5281/zenodo.18146010
Evolution of watershed resilience research in China: a bibliometric analysis,2026,Resilience (materials science); Watershed; Context (archaeology); Environmental resource management; Weighting; Data science; Computer science; Bibliographic coupling; Corporate governance; Bibliometrics; Vulnerability (computing); Nexus (standard); Psychological resilience; Geography; Management science; Visualization; Process management,OpenAlex,https://doi.org/10.1080/19475705.2026.2638530
QeRSIF: a quality-enhanced red solar-induced chlorophyll fluorescence dataset for TROPOMI satellite,2026,Remote sensing; Radiance; Environmental science; Satellite; Spectroradiometer; Image resolution; Biosphere; Moderate-resolution imaging spectroradiometer; Atmospheric correction; Vegetation (pathology); Spectral bands; Albedo (alchemy); Photosynthetically active radiation; Atmospheric sciences; Principal component analysis; Outlier; Primary production,OpenAlex,https://doi.org/10.1080/15481603.2026.2632999
Spatiotemporal vulnerability analysis of China’s high-speed railway network to seismic hazards,2026,Train; Vulnerability (computing); Vulnerability assessment; Computer science; Retrofitting; Probabilistic logic; Key (lock); Hotspot (geology); Network analysis; Flow network; Rail network; Component (thermodynamics); Node (physics); Transport engineering; Redundancy (engineering); Complex network,OpenAlex,https://doi.org/10.1080/19475705.2026.2636710
"Recovery as community practice: materiality, memory and heritage",2026,Framing (construction); Industrial heritage; Sociology; Foregrounding; Place making; Citizen journalism; Environmental ethics; Cultural heritage management; Redistribution (election); Normative; Political science; Reuse,OpenAlex,https://doi.org/10.1080/21650020.2026.2636352
Fine-scale EUNIS habitat mapping and forest spatial pattern analysis in a small Mediterranean city,2026,Habitat; Geography; Biodiversity; Thematic map; Spatial ecology; Mediterranean climate; Thematic Mapper; Ecology; Habitat fragmentation; Fragmentation (computing); Remote sensing; Cartography; Scale (ratio); Common spatial pattern; Geographic information system; Biodiversity hotspot; Landscape ecology; Environmental resource management; Satellite imagery; Spatial analysis; Natura 2000,OpenAlex,https://doi.org/10.1080/17445647.2026.2634486
Landslide susceptibility under two decades of land use change (2000–2020),2026,"Landslide; Land use; Land cover; Urbanization; Land use, land-use change and forestry; Land-use planning; Geographic information system; Physical geography; Geology; Grid cell; Spatial distribution; Environmental science; Precipitation; Distribution (mathematics); Spatial analysis; Climate change; Geography",OpenAlex,https://doi.org/10.1080/17445647.2026.2633880
Integrative analysis of brain functional networks and EEG microstates to elucidate the neural mechanisms of motor imagery and motor execution,2026,Ministate; Motor imagery; Electroencephalography; Neuroscience; Default mode network; Computer science; Artificial intelligence; Correlation; Artificial neural network; Motor control; Psychology; Supplementary motor area; Nerve net; Premotor cortex; Neuroimaging; Motor coordination; Mutual information; Motor system; Brain mapping; Neural correlates of consciousness; Pattern recognition (psychology); Functional magnetic resonance imaging,OpenAlex,https://doi.org/10.1080/27706710.2026.2638610
"Dataset for ""Future freshwater input for Greenland's fjords"" submitted to JGR Earth Surface",2026,Tundra; Surface runoff; Fjord; Precipitation; Arctic; Earth observation; Snow; Remote sensing; Climate change; Climatology; Physical geography; Geology; Downscaling; Environmental science; Climate model,OpenAlex,https://doi.org/10.5281/zenodo.18494978
"Dataset for ""Future freshwater input for Greenland's fjords"" submitted to JGR Earth Surface",2026,Tundra; Surface runoff; Fjord; Precipitation; Arctic; Earth observation; Snow; Remote sensing; Climate change; Climatology; Physical geography; Geology; Downscaling; Environmental science; Climate model,OpenAlex,https://doi.org/10.5281/zenodo.18494979
Theses: Možnosti geochemické analýzy pro poznání zaniklých výrobních areálů v horském prostředí,2026,Raw data; Workflow; Computer science; Interpretation (philosophy); Czech; Transparency (behavior); Statistical analysis; Identification (biology); Data processing; Data file; File format; Data mining; Information retrieval; Reference data,OpenAlex,https://doi.org/10.5281/zenodo.17935382
Theses: Možnosti geochemické analýzy pro poznání zaniklých výrobních areálů v horském prostředí,2026,Raw data; Workflow; Computer science; Interpretation (philosophy); Czech; Transparency (behavior); Statistical analysis; Identification (biology); Data processing; Data file; File format; Data mining; Information retrieval; Reference data,OpenAlex,https://doi.org/10.5281/zenodo.18524650
RoLaSTIM: a novel method for lakeshore type identification and utilization rate assessment,2026,Shore; Land cover; Identification (biology); Land use; Environmental science; Environmental resource management; Remote sensing; Natural resource; Satellite imagery; Computer science; Natural (archaeology); Key (lock); Geographic information system; Vegetation (pathology); Cover (algebra); Cartography; Satellite image,OpenAlex,https://doi.org/10.1080/17538947.2026.2633840
Acoustic-Spatial Analysis of Luwian Hieroglyphs: A New Method for Synchronizing Bronze Age Chronology,2026,Chronology; Timeline; Bronze Age; Synchronizing; Geology; Archaeology; Ancient history; Bronze; History; Magnetostratigraphy; Geodesy; Paleontology,OpenAlex,https://doi.org/10.5281/zenodo.18861089
Acoustic-Spatial Analysis of Luwian Hieroglyphs: A New Method for Synchronizing Bronze Age Chronology,2026,Chronology; Timeline; Bronze Age; Synchronizing; Geology; Archaeology; Ancient history; Bronze; History; Magnetostratigraphy; Geodesy; Paleontology,OpenAlex,https://doi.org/10.5281/zenodo.18861090
A Research Protocol for Assessing Environmental Stressors and Climate Resilience in South Sudan: Heat Stress in Juba and Flooding in Jonglei State,2026,Human settlement; Flooding (psychology); Flood myth; Environmental resource management; Climate change; Environmental planning; Geography; Stressor; Psychological resilience; Coping (psychology); Protocol (science); Resilience (materials science); Work (physics); Adaptive capacity; Heat stress; Urban heat island; Community resilience; Environmental science; Climate resilience,OpenAlex,https://doi.org/10.5281/zenodo.18372347
A Research Protocol for Assessing Environmental Stressors and Climate Resilience in South Sudan: Heat Stress in Juba and Flooding in Jonglei State,2026,Human settlement; Flooding (psychology); Flood myth; Environmental resource management; Climate change; Environmental planning; Geography; Stressor; Psychological resilience; Coping (psychology); Protocol (science); Resilience (materials science); Work (physics); Adaptive capacity; Heat stress; Urban heat island; Community resilience; Environmental science; Climate resilience,OpenAlex,https://doi.org/10.5281/zenodo.18372348
Theses: Možnosti geochemické analýzy pro poznání zaniklých výrobních areálů v horském prostředí,2026,Raw data; Czech; Interpretation (philosophy); Workflow; Transparency (behavior); Computer science; Statistical analysis; Identification (biology); Data processing; Raw material; Data mining,OpenAlex,https://doi.org/10.5281/zenodo.18492913
Spatial Patterns and Overlap of Sedimentary and Rhizosphere Microbiomes of the Seagrass Zostera capensis.,2026,Seagrass; Rhizosphere; Ecology; Ecosystem; Microbiome; Zostera marina; Biogeochemical cycle; Biology; Environmental science; Metagenomics; Ecological succession; Sediment; Microbial population biology; Spatial ecology; Biogeochemistry; Climate change; Ecosystem engineer; Community structure; Estuary; Biodiversity,OpenAlex,https://doi.org/10.1111/1758-2229.70313
29th AGILE conference on Geographic Information Science,2026,Agile software development; Geographic information system; Information system; Engineering; Computer science; Field (mathematics); Engineering management; Knowledge management; Data science,OpenAlex,https://doi.org/10.25798/9r54-bz36
Diversity of Strongyloides stercoralis Isolates from Humans in Iran,2026,Biology; Phylogenetic tree; Genetic diversity; Strongyloides stercoralis; Haplotype; Population; Genetics; Polymerase chain reaction; Genetic variation; Clade; Phylogenetics; Mitochondrial DNA; Hypervariable region; Cytochrome c oxidase subunit I; Mega-; Evolutionary biology; Zoology; Zoonosis; Phylogeography; Ribosomal RNA; Ribosomal DNA; Gene; Genetic variability; Sequence analysis,OpenAlex,https://doi.org/10.4269/ajtmh.25-0554
A diffusion model-based method for spatio-temporal geographical flow process,2026,Python (programming language); Computer science; Data file; Database; Process (computing); Data mining; Directory; Code (set theory); Diffusion; Flow (mathematics); Point (geometry); Information flow; Core (optical fiber); Program code; Data flow diagram; Documentation; Source code,OpenAlex,https://doi.org/10.6084/m9.figshare.31449970
"Psychological Competences Mediating the Adoption of Health Behaviors in Adults Through Internet, Social Media and Online Games: A Systematic Review",2026,Social media; Psychology; PsycINFO; The Internet; Digital media; Narrative; Digital health; Social psychology; Everyday life; Applied psychology; Online participation; Narrative review; Psychological intervention; Digital divide; Internet privacy; Systematic review,OpenAlex,https://doi.org/10.3390/bs16030357
Barriers and Facilitators Influencing PrEP Uptake Among Men Who Have Sex with Men and Transgender Women in the United States: A Systematic Review,2026,Men who have sex with men; Transgender; Health psychology; Thematic analysis; Qualitative research; Family medicine; Public health; Health care; Human immunodeficiency virus (HIV); Transgender women; Medicine; Gerontology; Pre-exposure prophylaxis; Psychology; MEDLINE,OpenAlex,https://doi.org/10.1007/s10461-026-05092-8
A diffusion model-based method for spatio-temporal geographical flow process,2026,Python (programming language); Computer science; Data file; Database; Process (computing); Data mining; Directory; Code (set theory); Diffusion; Flow (mathematics); Point (geometry); Information flow; Core (optical fiber); Program code; Data flow diagram; Documentation; Source code,OpenAlex,https://doi.org/10.6084/m9.figshare.31449970.v1
"Six Independent E We announce the discovery of the unified theory and the solution to the dark matter problem with these results. (χ²/dof = 0.189, 100% Success Across 137 SPARC Galaxies), Nuclear Binding Energy (R² = 0.99996, MAE = 0.0388 MeV/n, 99.9% Accuracy for A > 150, Uranium 99.9%), Neutrino Mass Ratios (m₂/m₁ = 2.003 ± 0.001, m₃/m₁ = α⁻¹/13.5 = 10.151 ± 0.020, m_eeᵐᵃˣ = 7.51 meV, Σm_ν = 65.8 ± 0.8 meV), Universal Linear Correction to Bethe-Weizsäcker (80.5% Improvement, RMS from 26.262 MeV to 5.129 MeV, p < 10⁻³⁰⁰ Across 2548 Nuclei), Four Distinct Galactic Dynamical Families (Silhouette = 0.72, ANOVA F = 18.2, p < 0.0001, 100% Regularity in Families 2 & 3), and Lepton-Mass Scaling Law Across 957 Nuclei (Pearson r = -0.965, Exponent = 0.3333 ± 0.0008, 80.2% Improvement, k_p = 0.017561 ± 0.003139 fm·MeV) — All Converging to a Single Fundamental Field That Also Solves Two Millennium Problems: The Anomalous Acceleration of Interstellar Objects ('Oumuamua, Borisov) and Black Hole Singularities (Replacing Singularities with Regular Field Configurations), with a Registered Patent (International Patent Application No. 357485) — This Field Represents the Primordial Motion Without Which Matter Would Immediately Collapse at All Scales: Atoms in 10⁻¹¹ s, Nuclei in 10⁻²³ s, Stars in 10³ s, Galaxies in 10⁸ yr, and the Universe Would Not Exist",2026,Computer science; Passion; Code (set theory); Theory of everything (philosophy); Mathematics; Treasure; World Wide Web; Epistemology; Publishing; Nothing,OpenAlex,https://doi.org/10.5281/zenodo.18852322
"Platform-mediated industrial symbiosis: Taxonomies, success factors, and strategic implications",2026,Knowledge management; CLARITY; Business; Stakeholder; Industrial symbiosis; Resource (disambiguation); Corporate governance; Business model; Discoverability; Knowledge sharing; Government (linguistics); Revenue model; Process management; Value proposition; Information technology; Information system,OpenAlex,https://doi.org/10.35208/ert.1805093
"FGFR-altered metastatic urothelial carcinoma in the real-world setting: Insight from the multicenter, prospective, non-interventional Italian registry of advanced/metastatic urothelial carcinoma (SATURNO)—A FICOG and Meet-URO study.",2026,Medicine; Metastatic Urothelial Carcinoma; Urothelial carcinoma; Lymph node; Oncology; Urothelial cancer; Internal medicine; Lymph; Lung; Fibroblast growth factor receptor; Stage (stratigraphy); Carcinoma; Targeted therapy; Disease; Clinical trial; Bladder cancer; Metastasis; Urology,OpenAlex,https://doi.org/10.1200/jco.2026.44.7_suppl.681
Science Communication in Brazil: the Place and Role of Libraries,2026,"Scientific communication; Sociology of scientific knowledge; Science communication; Intermediary; Public relations; Sociology; Citizen science; Engineering ethics; Information science; Function (biology); Science, technology, society and environment education; Bridge (graph theory); Public awareness of science; Social science education; Information Dissemination; Political science; Information and Communications Technology; Information society; Subject (documents); Knowledge management",OpenAlex,https://doi.org/10.20913/1815-3186-2025-4-138-150
Editorial: Embracing circularity in building retrofitting for sustainable transformation,2026,Retrofitting; Demolition; Engineering; Greenhouse gas; Architectural engineering; Built environment; Stock (firearms); Scope (computer science); Sustainability; Civil engineering; Efficient energy use; Building management; Stove; Redevelopment; Global warming; Sustainable development,OpenAlex,https://doi.org/10.3389/fbuil.2026.1798256
User profiling in Citizen Science applications,2026,Citizen science; Profiling (computer programming); Personalization; Computer science; Participatory sensing; Metadata; Data science; User engagement; Citizen journalism; World Wide Web; Data quality; Data collection; Crowdsourcing; Mobile apps; Smartphone app; User modeling,OpenAlex,https://doi.org/10.5281/zenodo.18788547
2024-04-08 Total Solar Eclipse ESID#004,2026,Eclipse; Solar eclipse; Computer science; Database; Timestamp; Data file,OpenAlex,https://doi.org/10.5281/zenodo.18793797
Semantically enriched CAD models for digital manufacturing: a systematic review of model-based definition,2026,Computer science; Standardization; Documentation; Information model; Data science; Knowledge management; Software engineering; Key (lock); Digital transformation; Software; Systems engineering; Engineering; User story; Product lifecycle; Process management; World Wide Web; Product (mathematics); Building information modeling; Interoperation; Transformative learning; Information system; Digital library,OpenAlex,https://doi.org/10.1007/s10845-026-02794-7
User profiling in Citizen Science applications,2026,Citizen science; Profiling (computer programming); Personalization; Computer science; Participatory sensing; Metadata; Data science; User engagement; Citizen journalism; World Wide Web; Data quality; Data collection; Crowdsourcing; Mobile apps; Smartphone app; User modeling,OpenAlex,https://doi.org/10.5281/zenodo.18744798
"The Ocean Microbiome Genetic Resource: Shared capacity and equitable access for the benefit of One Ocean, One Health",2026,Interoperability; Environmental resource management; Corporate governance; Metadata; Data sharing; Microbiome; Business; Equity (law); Blueprint; Cyberinfrastructure; Geography; Resource (disambiguation); Climate change; Sustainability; Biodiversity; Environmental planning; Discoverability,OpenAlex,https://doi.org/10.5281/zenodo.18771617
"The Ocean Microbiome Genetic Resource: Shared capacity and equitable access for the benefit of One Ocean, One Health",2026,Interoperability; Environmental resource management; Corporate governance; Metadata; Data sharing; Microbiome; Business; Equity (law); Blueprint; Cyberinfrastructure; Geography; Resource (disambiguation); Climate change; Sustainability; Biodiversity; Environmental planning; Discoverability,OpenAlex,https://doi.org/10.5281/zenodo.18771618
Editorial: Climate adaptations and challenges of non-native tree species in forest ecosystems,2026,Intraspecific competition; Ecology; Climate change; Adaptation (eye); Ecosystem; Range (aeronautics); Ecosystem ecology; Local adaptation; Forest ecology; Biology; Invasive species; Global change; Geography; Variation (astronomy); Biodiversity; Psychological resilience; Macroecology; Introduced species; Temporal scales; Selection (genetic algorithm); Global warming,OpenAlex,https://doi.org/10.3389/fpls.2026.1768503
"Angelism: An Integrated Bio-Causal Framework for the Formation, Collapse, and Transition of Civilizations",2026,Proposition; Epistemology; Universe; Event (particle physics); Causality (physics); Denial; Karl popper; Transition (genetics); Big Bang (financial markets); Philosophy of science; Supreme court; Law; Einstein; Theoretical physics; Phenomenon; Sociology,OpenAlex,https://doi.org/10.5281/zenodo.18754320
"Angelism: An Integrated Bio-Causal Framework for the Formation, Collapse, and Transition of Civilizations",2026,Proposition; Epistemology; Universe; Event (particle physics); Causality (physics); Denial; Karl popper; Transition (genetics); Big Bang (financial markets); Philosophy of science; Supreme court; Law; Einstein; Theoretical physics; Phenomenon; Sociology,OpenAlex,https://doi.org/10.5281/zenodo.18754360
A partition-based spatial entropy for co-occurrence analysis with broad application,2026,Spatial analysis; Categorical variable; Entropy (arrow of time); Spatial ecology; Spatial distribution; Computer science; Temporal scales; Data science; Ecology; Joint entropy; Big data; Data mining; Principle of maximum entropy; Spatial variability; Range (aeronautics),OpenAlex,https://doi.org/10.64898/2026.02.23.707425
Bankline Shifting and Sand Bar Dynamics of the Teesta River Using Multi-Temporal Satellite Images,2026,Shoal; Erosion; Geology; Deposition (geology); Channel (broadcasting); Hydrology (agriculture); Dominance (genetics); Accretion (finance); Satellite imagery; Forcing (mathematics); Satellite; Bathymetry; River delta; Bank erosion; Discharge; Physical geography; Delta; Geomorphology; Remote sensing,OpenAlex,https://doi.org/10.3329/dujees.v14i2.87591
"Angelism: An Integrated Bio-Causal Framework for the Formation, Collapse, and Transition of Civilizations",2026,Proposition; Epistemology; Universe; Event (particle physics); Causality (physics); Denial; Karl popper; Transition (genetics); Big Bang (financial markets); Philosophy of science; Supreme court; Law; Einstein; Theoretical physics; Phenomenon; Sociology,OpenAlex,https://doi.org/10.5281/zenodo.18065509
"Angelism: An Integrated Bio-Causal Framework for the Formation, Collapse, and Transition of Civilizations",2026,Proposition; Epistemology; Universe; Event (particle physics); Causality (physics); Denial; Karl popper; Transition (genetics); Big Bang (financial markets); Philosophy of science; Supreme court; Law; Einstein; Theoretical physics; Phenomenon; Sociology,OpenAlex,https://doi.org/10.5281/zenodo.18739046
Editorial: Extended mind for the design of human environment,2026,Affordance; Embodied cognition; Cognitive science; Sociology; Conceptual framework; Urban design; Bounded rationality; Function (biology); Cognitive architecture; Epistemology; Urbanism; Architecture; Computer science; Cognition; Situated; Reading (process); Bridge (graph theory); Rationality; Urban planning; Empirical research; Psychology; Built environment; Public space,OpenAlex,https://doi.org/10.3389/fbuil.2026.1808524
"Large language model research: Knowledge structure, thematic evolution, and future research agenda",2026,Knowledge management; Corporate governance; Field (mathematics); Discipline; Thematic analysis; Knowledge economy; Thematic map; Sociology; Data science; Politics; Knowledge base; Technological revolution; Computer science; Traditional knowledge; Engineering ethics; Social network analysis,OpenAlex,https://doi.org/10.21203/rs.3.rs-8876513/v1
Spatial Dimension of Russian History: Review of Theoretical Approaches from the 18th to the first quarter of the 21st Centuries,2026,Conceptualization; Settlement (finance); Epistemology; Space (punctuation); Quarter (Canadian coin); Politics; Natural (archaeology); Subject (documents); Dimension (graph theory); Sociology; Postmodernism; Social science; Development theory; History,OpenAlex,https://doi.org/10.46539/jfs.v11i1.707
User profiling in Citizen Science applications,2026,Citizen science; Profiling (computer programming); Personalization; Computer science; Participatory sensing; Metadata; Data science; User engagement; Citizen journalism; World Wide Web; Data quality; Data collection; Crowdsourcing; Mobile apps; Smartphone app; User modeling,OpenAlex,https://doi.org/10.5281/zenodo.18744799
Wind-driven upwelling on the Nova Scotia coast (Atlantic Canada) is related to ENSO conditions,2026,Upwelling; Oceanography; Pelagic zone; Submarine pipeline; Environmental science; Geology; Wind stress; Downwelling; Southern Hemisphere; Intertidal zone; Sea surface temperature; Photic zone; Ekman transport; Throughflow; Marine ecosystem; Deposition (geology),OpenAlex,https://doi.org/10.3389/fmars.2026.1755926
"Angelism: An Integrated Bio-Causal Framework for the Formation, Collapse, and Transition of Civilizations",2026,Proposition; Epistemology; Universe; Event (particle physics); Causality (physics); Denial; Karl popper; Transition (genetics); Big Bang (financial markets); Philosophy of science; Supreme court; Law; Einstein; Theoretical physics; Phenomenon; Sociology,OpenAlex,https://doi.org/10.5281/zenodo.18731466
"Angelism: An Integrated Bio-Causal Framework for the Formation, Collapse, and Transition of Civilizations",2026,Proposition; Epistemology; Universe; Event (particle physics); Causality (physics); Denial; Karl popper; Transition (genetics); Big Bang (financial markets); Philosophy of science; Supreme court; Law; Einstein; Theoretical physics; Phenomenon; Sociology,OpenAlex,https://doi.org/10.5281/zenodo.18731134
Career Trajectories of PSU–Brooke's Point Bachelor of Science in Hospitality Management Graduates: A Tracer Study,2026,Employability; Hospitality; Bachelor; Curriculum; Hospitality management studies; Medical education; Certification; Hospitality industry; Sociology; Career development; Population; Descriptive statistics; Pedagogy; Point (geometry); Psychology; Lifelong learning; Professional certification (computer technology); Discipline; Descriptive research; Relevance (law); Higher education,OpenAlex,https://doi.org/10.5281/zenodo.18857620
Career Trajectories of PSU–Brooke's Point Bachelor of Science in Hospitality Management Graduates: A Tracer Study,2026,Employability; Hospitality; Bachelor; Curriculum; Hospitality management studies; Medical education; Certification; Hospitality industry; Sociology; Career development; Population; Descriptive statistics; Pedagogy; Point (geometry); Psychology; Lifelong learning; Professional certification (computer technology); Discipline; Descriptive research; Relevance (law); Higher education,OpenAlex,https://doi.org/10.5281/zenodo.18857621
Journal of Computerized Adaptive Testing,2026,Computerized adaptive testing; Computer science; Information retrieval,OpenAlex,https://doi.org/10.7333/jcat
Integrating GIS and machine learning for automated starch grain morphometric analysis: a novel framework for standardized archaeobotanical classification,2026,Interpretability; Artificial intelligence; Identification (biology); Machine learning; Computer science; Starch; Discriminative model; Principal component analysis; Random forest; Cluster analysis; Support vector machine; Acacia; Artificial neural network; Pattern recognition (psychology); Multivariate statistics; Morphology (biology); Geographic information system; Feature (linguistics); Statistical analysis,OpenAlex,https://doi.org/10.1007/s12520-026-02406-8
Brazilian Geoscience Museums: Preserving Heritage and Advancing Geological Knowledge,2026,Government (linguistics); Biogeosciences; Earth science; Historical geology; Geological survey; Theme (computing); Library science; Geology; Geography; Political science,OpenAlex,https://doi.org/10.1007/s12371-026-01284-9
