title,year,keywords,source,doi,keywords_cn
A GIS-RANCOM integrated methodology for post-disaster debris waste storage site selection problem,2026,Ranking (information retrieval); Context (archaeology); Site selection; Agency (philosophy); Emergency management; Waste management; Environmental science; Debris; Environmental planning; Selection (genetic algorithm); Engineering; Environmental impact assessment; Civil engineering; Radioactive waste,OpenAlex,https://doi.org/10.1007/s13762-026-07106-3,排名（信息检索）; 背景（考古学）; 选址; 代理（哲学）; 应急管理; 废物管理; 环境科学; 碎片; 环境规划; 选择（遗传算法）; 工程; 环境影响评价; 土木工程; 放射性废物
Water Recharge Zone and Community Participation in the Management of the Totorani Micro-Watershed,2026,Groundwater recharge; Wetland; Environmental planning; Stakeholder; Citizen journalism; Geography; Water resource management; Environmental science; Environmental resource management; Agriculture; Hydrology (agriculture); Public participation; Social learning; Ecosystem services; Water conservation; Integrated water resources management; Rainwater harvesting,OpenAlex,https://doi.org/10.3390/su18052495,地下水补给; 湿地; 环境规划; 利益相关者; 公民新闻; 地理; 水资源管理; 环境科学; 环境资源管理; 农业; 水文学（农业）; 公众参与; 社会学习; 生态系统服务; 节水; 水资源综合管理; 雨水收集
"Evaluating Random Forest Model Performance for Cave and Sinkhole Prediction in the Cradle of Humankind, South Africa: Preliminary Analysis and Variable Importance Assessments",2026,Sinkhole; Cave; Karst; Digital elevation model; Random forest; Variable (mathematics); Geology; Elevation (ballistics); Remote sensing; Raster graphics; Vegetation (pathology); Satellite imagery; Physical geography; Multispectral image; Cartography; Predictive modelling; Python (programming language); Dolomite; Shuttle Radar Topography Mission; Variables,OpenAlex,https://doi.org/10.1007/s10816-025-09761-1,天坑; 洞穴; 喀斯特; 数字高程模型; 随机森林; 变量（数学）; 地质学; 仰角（弹道学）; 遥感; 光栅图形; 植被（病理学）; 卫星图像; 自然地理学; 多光谱图像; 制图学; 预测建模; Python（编程语言）; 白云石; 航天飞机雷达地形测绘任务; 变量
NEFT VA GAZ KONLARINI IZLASHDA XARITALASHNING AEROKOSMIK USULLARINING AHAMIYATI,2026,Geology,OpenAlex,https://doi.org/10.70769/3030-3214.srt.4.1.2026.14,地质学
Spatiotemporal Distribution Characteristics and Influencing Factors of Neolithic Ancient Sites in Henan Province Based on GIS,2026,Geography; Prehistory; Distribution (mathematics); Archaeology; Civilization; Spatial distribution; Physical geography; Range (aeronautics); Subsistence agriculture; Indus; Kernel density estimation; Statistical analysis; Excavation; Flake,OpenAlex,https://doi.org/10.21203/rs.3.rs-8830445/v1,地理; 史前; 分布（数学）; 考古学; 文明; 空间分布; 自然地理学; 航程（航空）; 自给农业; 印度河; 核密度估计; 统计分析; 挖掘; 薄片
Publications of the Research Institute for Mathematical Sciences,2026,Mathematics; Mathematical sciences; Mathematics education; Library science,OpenAlex,https://doi.org/10.4171/prims,数学; 数学科学; 数学教育; 图书馆学
"Land Use, Street Design, and Older Adults’ Active Travel: Uncovering Nonlinear Effects in Multi-Scale Convenient Living Circles",2026,Gradient boosting; Psychological intervention; Computer science; Scale (ratio); Poison control; Built environment; Construct (python library); Intervention (counseling); Econometrics; Boosting (machine learning); Nonlinear system; Transport engineering; Unit (ring theory),OpenAlex,https://doi.org/10.3390/ijgi15030109,梯度提升; 心理干预; 计算机科学; 比例（比率）; 中毒控制中心; 建筑环境; 构造（python库）; 干预（咨询）; 计量经济学; Boosting（机器学习）; 非线性; 交通工程; 单位（环理论）
Mapping the Mind in Motion: A Multi-Method GIS–SEM–NCA Model of Green Exposure and Psychological Restoration in Urban Jogging Environments,2026,Social connectedness; Structural equation modeling; Psychology; Green infrastructure; Partial least squares regression; Social psychology; Urban environment; Vegetation (pathology); Mental health; Compatibility (geochemistry); Sustainable development,OpenAlex,https://doi.org/10.21203/rs.3.rs-8871138/v1,社会联系; 结构方程建模; 心理学; 绿色基础设施; 偏最小二乘回归; 社会心理学; 城市环境; 植被（病理学）; 心理健康; 兼容性（地球化学）; 可持续发展
Mise à contribution des automates cellulaires et de la chaîne de MARKOV dans la modélisation de l'occupation du sol dans les bassins versants aval de Lom Pangar,2026,Forestry; Geography; Geology,OpenAlex,https://doi.org/10.5281/zenodo.18862899,林业; 地理; 地质学
"Contribution of remote sensing and GIS and the analytical hierarchical process approach to identifying groundwater recharge in the Abacha watershed, Chad",2026,Groundwater recharge; Groundwater; Watershed; Hydrology (agriculture); Environmental science; Geographic information system; Depression-focused recharge; Water resource management; Drainage; Remote sensing; Water table; Land use; Geology; Resource (disambiguation); Water resources; Aquifer; Evapotranspiration,OpenAlex,https://doi.org/10.30574/gscarr.2026.26.3.0056,地下水补给; 地下水; 分水岭; 水文学（农业）; 环境科学; 地理信息系统; 以抑郁为中心的充电; 水资源管理; 排水; 遥感; 地下水位; 土地利用; 地质学; 资源（消歧义）; 水资源; 含水层; 蒸散发
Research on Measuring the Vitality of “Urban Mines” in Coal-Resource-Based Cities Under Demand-Driven Conditions*—Taking the Central Urban Area of Huaibei City as an Example,2026,Vitality; Geography; Weighting; Environmental planning; Regional science; Geographic information system; Sustainable development; Environmental resource management; Spatial analysis; Central city; Urban planning; Quality (philosophy),OpenAlex,https://doi.org/10.3390/su18052499,活力; 地理; 加权; 环境规划; 区域科学; 地理信息系统; 可持续发展; 环境资源管理; 空间分析; 中心城市; 城市规划; 质量（哲学）
KlemenCE548/Fractal-dimension-of-line-features-Repo: Code for: An automated GIS model for calculating horizontal and vertical fractal dimensions of hiking trails,2026,Fractal dimension; Fractal; Python (programming language); Scripting language; Computer science; Dimension (graph theory); Grid; Box counting; Fractal analysis; Digital elevation model; Feature (linguistics); Set (abstract data type); Horizontal line test; Code (set theory); Geographic information system; Data mining; Range (aeronautics); Algorithm; Spatial analysis; Line (geometry); Computer graphics (images); Mathematics; Sequence (biology),OpenAlex,https://doi.org/10.5281/zenodo.18860499,分形维数; 分形; Python（编程语言）; 脚本语言; 计算机科学; 维度（图论）; 网格; 盒维数法; 分形分析; 数字高程模型; 特征（语言学）; Set（抽象数据类型）; 水平线测试; 代码（集合论）; 地理信息系统; 数据挖掘; 航程（航空）; 算法; 空间分析; 线条（几何图形）; 计算机图形学（图像）; 数学; 序列（生物学）
Gerard Crowley et al. Xenium with ElectrOmics 2025,2028,Python (programming language); Computer science; Upload; Code (set theory); Data file; Source code; Codebase; Sample (material); Raw data; Programming language; Database; Computer graphics (images); Order (exchange); File format,OpenAlex,https://doi.org/10.5281/zenodo.18063582,Python（编程语言）; 计算机科学; 上传; 代码（集合论）; 数据文件; 源代码; 代码库; 样品（材料）; 原始数据; 编程语言; 数据库; 计算机图形学（图像）; 订单（交换）; 文件格式
Gerard Crowley et al. Xenium with ElectrOmics 2025,2028,Python (programming language); Computer science; Upload; Code (set theory); Data file; Source code; Codebase; Sample (material); Raw data; Programming language; Database; Computer graphics (images); Order (exchange); File format,OpenAlex,https://doi.org/10.5281/zenodo.18063581,Python（编程语言）; 计算机科学; 上传; 代码（集合论）; 数据文件; 源代码; 代码库; 样品（材料）; 原始数据; 编程语言; 数据库; 计算机图形学（图像）; 订单（交换）; 文件格式
Reading Lilong: a postcolonial approach to typology,2028,Typology; Sociology; Postcolonialism (international relations); Politics; Construct (python library); Scholarship; Aesthetics; Reading (process); Architecture; Colonialism; Epistemology; Linguistics; Perspective (graphical),OpenAlex,https://doi.org/10.21954/ou.ro.00108524,类型学; 社会学; 后殖民主义（国际关系）; 政治; 构造（python库）; 奖学金; 美学; 阅读（过程）; 建筑; 殖民主义; 认识论; 语言学; 透视图（图形）
Geospatial modelling of violence against children and young people in Namibia: Evidence from the Violence Against Children and Youth Survey,2028,Geospatial analysis; Poison control; Psychological intervention; Suicide prevention; Human factors and ergonomics; Injury prevention; Psychology; Occupational safety and health; Public health; Multilevel model; Environmental health; Young adult; Geography; Domestic violence; Developmental psychology; Demography,OpenAlex,https://doi.org/10.18743/pub.00057048,空间分析; 中毒控制中心; 心理干预; 自杀预防; 人因工程与工效学; 伤害预防; 心理学; 职业安全与健康; 公共卫生; 多级模型; 环境健康; 年轻人; 地理; 家庭暴力; 发展心理学; 人口统计学
Mechanisms of Heterochromatin Regulation by HP1 Proteins and the Chromatin Remodeler Mit1,2028,Heterochromatin protein 1; Heterochromatin; Euchromatin; Chromodomain; Biology; Chromatin; Nucleosome; Effector; EZH2; Cell biology; Histone; Genetics; Non-histone protein; Chromatin remodeling; Histone H3; Centromere; Schizosaccharomyces; RNA-induced transcriptional silencing; Epigenetics; Histone code,OpenAlex,https://doi.org/10.48617/etd.1490,异染色质蛋白1; 异染色质; 常染色质; 克罗莫结构域; 生物学; 染色质; 核小体; 效应器; EZH2; 细胞生物学; 组蛋白; 遗传学; 非组蛋白; 染色质重塑; 组蛋白H3; 着丝粒; 裂殖酵母; RNA诱导的转录沉默; 表观遗传学; 组蛋白密码
Seascape genomics uncovers contrasting population genetic structures in reef corals,2027,Seascape; Ecology; Genetic structure; Population; Biodiversity; Reef; Coral reef; Biological dispersal; Biology; Geography; Phylogeography; Population genomics; Fishery; Environmental change; Abiotic component; Conservation biology; Isolation by distance; Overfishing,OpenAlex,https://doi.org/10.5281/zenodo.17540001,海景; 生态学; 遗传结构; 人口; 生物多样性; 礁; 珊瑚礁; 生物扩散; 生物学; 地理; 系统地理学; 群体基因组学; 渔业; 环境变化; 非生物成分; 保护生物学; 分化; 过度捕捞
Neuro-related tertiary lymphoid structures predict chemotherapy sensitivity in pancreatic cancer,2027,Medicine; Gemcitabine; Chemotherapy; Pancreatic cancer; Transcriptome; Pancreatic carcinoma; Paclitaxel; Oncology; Internal medicine; Neoadjuvant therapy; Pathology; Cancer; Pancreatic ductal adenocarcinoma; Immunohistochemistry; Pancreas; Carcinoma; Radiation therapy; Adenocarcinoma; Antibody,OpenAlex,https://doi.org/10.5281/zenodo.17760849,医学; 吉西他滨; 化疗; 胰腺癌; 转录组; 胰腺癌; 紫杉醇; 肿瘤学; 内科学; 新辅助治疗; 病理学; 癌症; 胰腺导管腺癌; 免疫组织化学; 胰腺; 癌; 放射治疗; 腺癌; 抗体
Neuro-related tertiary lymphoid structures predict chemotherapy sensitivity in pancreatic cancer,2027,Medicine; Gemcitabine; Chemotherapy; Pancreatic cancer; Transcriptome; Pancreatic carcinoma; Paclitaxel; Oncology; Internal medicine; Neoadjuvant therapy; Pathology; Cancer; Pancreatic ductal adenocarcinoma; Immunohistochemistry; Pancreas; Carcinoma; Radiation therapy; Adenocarcinoma; Antibody,OpenAlex,https://doi.org/10.5281/zenodo.17760848,医学; 吉西他滨; 化疗; 胰腺癌; 转录组; 胰腺癌; 紫杉醇; 肿瘤学; 内科学; 新辅助治疗; 病理学; 癌症; 胰腺导管腺癌; 免疫组织化学; 胰腺; 癌; 放射治疗; 腺癌; 抗体
Exploratory Geospatial Analysis and Modelling to Support Trachoma Elimination and Surveillance,2027,Trachoma; Geospatial analysis; Trichiasis; Environmental health; Geography; Public health; Medicine; Neglected tropical diseases; General partnership; Blindness; Logistic regression; Chlamydia trachomatis,OpenAlex,https://doi.org/10.17037/pubs.04677698,沙眼; 空间分析; 倒睫; 环境健康; 地理; 公共卫生; 医学; 忽视的热带病; 普通合伙; 失明; 逻辑回归; 沙眼衣原体
Alzheimer's disease-induced phagocytic microglia express specific profile of coding and non-coding RNAs,2027,Microglia; Coding (social sciences); Disease; Biology; Phagocytosis; Neuroscience; Computational biology,OpenAlex,https://doi.org/10.5281/zenodo.7802699,小胶质细胞; 编码（社会科学）; 疾病; 生物学; 吞噬作用; 神经科学; 计算生物学
Haafus’ Small Stories of Belonging: Claiming “Japaneseness” in Japan,2027,CONTEST; Narrative; Framing (construction); Sociology; Storytelling; Identity (music); Gender studies; Social connectedness; Chronotope; Event (particle physics); Media studies; Deixis; Discourse analysis; Indexicality; Aesthetics; History; Social psychology,OpenAlex,https://doi.org/10.18743/pub.00056978,竞赛; 叙述; 框架（施工）; 社会学; 讲故事; 身份（音乐）; 性别研究; 社会联系; 时空体; 事件（粒子物理学）; 媒体研究; 指示语; 话语分析; 索引性; 美学; 历史; 社会心理学
Human iPSC-derived microglia carrying LRRK2-G2019 mutation show Parkinson's disease related transcriptional profile and functions,2027,LRRK2; Microglia; Parkinson's disease; Neuroscience; Disease; Mutation; Biology; Medicine,OpenAlex,https://doi.org/10.5281/zenodo.7803015,LRRK2; 小胶质细胞; 帕金森病; 神经科学; 疾病; 突变; 生物学; 医学
Pilot Assignment and Channel Estimation for User-Centric Cell-Free Massive MIMO Systems,2027,MIMO; Telecommunications link; Channel (broadcasting); Computer science; Channel state information; Beamforming; Subspace topology; Precoding; Wireless; Real-time computing; Multi-user MIMO; 3G MIMO; Algorithm; Interference (communication); Tabu search; Covariance matrix; Scalability; Engineering,OpenAlex,https://doi.org/10.17638/03195331,多输入多输出; 电信连接; 频道（广播）; 计算机科学; 通道状态信息; 波束成形; 子空间拓扑; 预编码; 无线; 实时计算; 多用户MIMO; 3G MIMO; 算法; 干扰（通信）; 禁忌搜索; 协方差矩阵; 可扩展性; 工程
Human iPSC-derived microglia carrying LRRK2-G2019 mutation show Parkinson's disease related transcriptional profile and functions,2027,LRRK2; Microglia; Parkinson's disease; Disease; Mutation; Biology; Neuroscience; Genetics; Medicine,OpenAlex,https://doi.org/10.5281/zenodo.7803014,LRRK2; 小胶质细胞; 帕金森病; 疾病; 突变; 生物学; 神经科学; 遗传学; 医学
Alzheimer's disease-induced phagocytic microglia express specific profile of coding and non-coding RNAs,2027,Microglia; Coding (social sciences); Disease; Phagocytosis; Biology; Long non-coding RNA; Computational biology,OpenAlex,https://doi.org/10.5281/zenodo.7802698,小胶质细胞; 编码（社会科学）; 疾病; 吞噬作用; 生物学; 长链非编码RNA; 计算生物学
From Sparse to Dense: Label-Efficient Weakly Supervised Segmentation for Images and Videos,2027,Computer science; Discriminative model; Artificial intelligence; Segmentation; Object (grammar); Process (computing); Bottleneck; Class (philosophy); Salient; Object detection; Machine learning; Semantics (computer science); Training set; Pattern recognition (psychology); Cover (algebra); Computer vision; Margin (machine learning),OpenAlex,https://doi.org/10.17638/03195330,计算机科学; 判别式; 人工智能; 分割; 对象（语法）; 过程（计算）; 瓶颈; 课程（哲学）; 显著的; 目标检测; 机器学习; 语义学（计算机科学）; 训练集; 模式识别（心理学）; 封面（代数）; 计算机视觉; Margin（机器学习）
Analysis of Historical Climate Change and Variability in the Selected districts of Eastern Ethiopia,2026,Precipitation; Geography; Anomaly (physics); Agriculture; Climate change; Cropping; Food security; Climatic variability; Climate extremes; Climatology; Environmental science; Rainfed agriculture; Crop; Physical geography; Global warming; Agricultural productivity; Climate pattern; Spatial variability,OpenAlex,https://doi.org/10.5281/zenodo.18146009,降水; 地理; 异常（物理学）; 农业; 气候变化; 裁剪; 粮食安全; 气候变异性; 极端气候; 气候学; 环境科学; 雨养农业; 作物; 自然地理学; 全球变暖; 农业生产力; 气候模式; 空间变异性
Analysis of Historical Climate Change and Variability in the Selected districts of Eastern Ethiopia,2026,Precipitation; Geography; Anomaly (physics); Agriculture; Climate change; Cropping; Food security; Climatic variability; Climate extremes; Climatology; Environmental science; Rainfed agriculture; Crop; Physical geography; Global warming; Agricultural productivity; Climate pattern; Spatial variability,OpenAlex,https://doi.org/10.5281/zenodo.18146010,降水; 地理; 异常（物理学）; 农业; 气候变化; 裁剪; 粮食安全; 气候变异性; 极端气候; 气候学; 环境科学; 雨养农业; 作物; 自然地理学; 全球变暖; 农业生产力; 气候模式; 空间变异性
Evolution of watershed resilience research in China: a bibliometric analysis,2026,Resilience (materials science); Watershed; Context (archaeology); Environmental resource management; Weighting; Data science; Computer science; Bibliographic coupling; Corporate governance; Bibliometrics; Vulnerability (computing); Nexus (standard); Psychological resilience; Geography; Management science; Visualization; Process management,OpenAlex,https://doi.org/10.1080/19475705.2026.2638530,弹性（材料科学）; 分水岭; 背景（考古学）; 环境资源管理; 加权; 数据科学; 计算机科学; 书目耦合; 公司治理; 文献计量学; 漏洞（计算）; Nexus（标准）; 心理弹性; 地理; 管理科学; 可视化; 进程管理
QeRSIF: a quality-enhanced red solar-induced chlorophyll fluorescence dataset for TROPOMI satellite,2026,Remote sensing; Radiance; Environmental science; Satellite; Spectroradiometer; Image resolution; Biosphere; Moderate-resolution imaging spectroradiometer; Atmospheric correction; Vegetation (pathology); Spectral bands; Albedo (alchemy); Photosynthetically active radiation; Atmospheric sciences; Principal component analysis; Outlier; Primary production,OpenAlex,https://doi.org/10.1080/15481603.2026.2632999,遥感; 光辉; 环境科学; 卫星; 光谱辐射计; 图像分辨率; 生物圈; 中分辨率成像光谱仪; 大气校正; 植被（病理学）; 谱带; 阿尔贝多（炼金术）; 光合有效辐射; 大气科学; 主成分分析; 异常值; 初级生产
Spatiotemporal vulnerability analysis of China’s high-speed railway network to seismic hazards,2026,Train; Vulnerability (computing); Vulnerability assessment; Computer science; Retrofitting; Probabilistic logic; Key (lock); Hotspot (geology); Network analysis; Flow network; Rail network; Component (thermodynamics); Node (physics); Transport engineering; Redundancy (engineering); Complex network,OpenAlex,https://doi.org/10.1080/19475705.2026.2636710,火车; 漏洞（计算）; 脆弱性评估; 计算机科学; 改造; 概率逻辑; 钥匙（锁）; 热点（地质）; 网络分析; 网络流; 铁路网; 成分（热力学）; 节点（物理）; 交通工程; 冗余（工程）; 复杂网络
"Recovery as community practice: materiality, memory and heritage",2026,Framing (construction); Industrial heritage; Sociology; Foregrounding; Place making; Citizen journalism; Environmental ethics; Cultural heritage management; Redistribution (election); Normative; Political science; Reuse,OpenAlex,https://doi.org/10.1080/21650020.2026.2636352,框架（施工）; 工业遗产; 社会学; 前景化; 场所营造; 公民新闻; 环境伦理学; 文化遗产管理; 再分配（选举）; 规范的; 政治学; 重用
Fine-scale EUNIS habitat mapping and forest spatial pattern analysis in a small Mediterranean city,2026,Habitat; Geography; Biodiversity; Thematic map; Spatial ecology; Mediterranean climate; Thematic Mapper; Ecology; Habitat fragmentation; Fragmentation (computing); Remote sensing; Cartography; Scale (ratio); Common spatial pattern; Geographic information system; Biodiversity hotspot; Landscape ecology; Environmental resource management; Satellite imagery; Spatial analysis; Natura 2000,OpenAlex,https://doi.org/10.1080/17445647.2026.2634486,栖息地; 地理; 生物多样性; 专题地图; 空间生态学; 地中海气候; 专题制图仪; 生态学; 生境破碎化; 碎片化（计算）; 遥感; 制图学; 比例（比率）; 共空间模式; 地理信息系统; 生物多样性热点; 景观生态学; 环境资源管理; 卫星图像; 空间分析; Natura 2000
Landslide susceptibility under two decades of land use change (2000–2020),2026,"Landslide; Land use; Land cover; Urbanization; Land use, land-use change and forestry; Land-use planning; Geographic information system; Physical geography; Geology; Grid cell; Spatial distribution; Environmental science; Precipitation; Distribution (mathematics); Spatial analysis; Climate change; Geography",OpenAlex,https://doi.org/10.1080/17445647.2026.2633880,山体滑坡; 土地利用; 土地覆盖; 城市化; 土地利用、土地利用变化和林业; 土地利用规划; 地理信息系统; 自然地理学; 地质学; 网格单元; 空间分布; 环境科学; 降水; 分布（数学）; 空间分析; 气候变化; 地理
Integrative analysis of brain functional networks and EEG microstates to elucidate the neural mechanisms of motor imagery and motor execution,2026,Ministate; Motor imagery; Electroencephalography; Neuroscience; Default mode network; Computer science; Artificial intelligence; Correlation; Artificial neural network; Motor control; Psychology; Supplementary motor area; Nerve net; Premotor cortex; Neuroimaging; Motor coordination; Mutual information; Motor system; Brain mapping; Neural correlates of consciousness; Pattern recognition (psychology); Functional magnetic resonance imaging,OpenAlex,https://doi.org/10.1080/27706710.2026.2638610,微型国家; 运动表象; 脑电图; 神经科学; 默认模式网络; 计算机科学; 人工智能; 相关性; 人工神经网络; 电机控制; 心理学; 辅助电机区; 神经网; 运动前区皮层; 神经影像; 运动协调; 相互信息; 电动机系统; 脑功能图; 意识相关神经区; 模式识别（心理学）; 功能性磁共振成像
"Dataset for ""Future freshwater input for Greenland's fjords"" submitted to JGR Earth Surface",2026,Tundra; Surface runoff; Fjord; Precipitation; Arctic; Earth observation; Snow; Remote sensing; Climate change; Climatology; Physical geography; Geology; Downscaling; Environmental science; Climate model,OpenAlex,https://doi.org/10.5281/zenodo.18494978,苔原; 地表径流; 峡湾; 降水; 北极; 地球观测; 雪; 遥感; 气候变化; 气候学; 自然地理学; 地质学; 缩小规模; 环境科学; 气候模式
"Dataset for ""Future freshwater input for Greenland's fjords"" submitted to JGR Earth Surface",2026,Tundra; Surface runoff; Fjord; Precipitation; Arctic; Earth observation; Snow; Remote sensing; Climate change; Climatology; Physical geography; Geology; Downscaling; Environmental science; Climate model,OpenAlex,https://doi.org/10.5281/zenodo.18494979,苔原; 地表径流; 峡湾; 降水; 北极; 地球观测; 雪; 遥感; 气候变化; 气候学; 自然地理学; 地质学; 缩小规模; 环境科学; 气候模式
Theses: Možnosti geochemické analýzy pro poznání zaniklých výrobních areálů v horském prostředí,2026,Raw data; Workflow; Computer science; Interpretation (philosophy); Czech; Transparency (behavior); Statistical analysis; Identification (biology); Data processing; Data file; File format; Data mining; Information retrieval; Reference data,OpenAlex,https://doi.org/10.5281/zenodo.17935382,原始数据; 工作流程; 计算机科学; 解释（哲学）; 捷克; 透明度（行为）; 统计分析; 鉴定（生物学）; 数据处理; 数据文件; 文件格式; 数据挖掘; 信息检索; 参考数据
Theses: Možnosti geochemické analýzy pro poznání zaniklých výrobních areálů v horském prostředí,2026,Raw data; Workflow; Computer science; Interpretation (philosophy); Czech; Transparency (behavior); Statistical analysis; Identification (biology); Data processing; Data file; File format; Data mining; Information retrieval; Reference data,OpenAlex,https://doi.org/10.5281/zenodo.18524650,原始数据; 工作流程; 计算机科学; 解释（哲学）; 捷克; 透明度（行为）; 统计分析; 鉴定（生物学）; 数据处理; 数据文件; 文件格式; 数据挖掘; 信息检索; 参考数据
RoLaSTIM: a novel method for lakeshore type identification and utilization rate assessment,2026,Shore; Land cover; Identification (biology); Land use; Environmental science; Environmental resource management; Remote sensing; Natural resource; Satellite imagery; Computer science; Natural (archaeology); Key (lock); Geographic information system; Vegetation (pathology); Cover (algebra); Cartography; Satellite image,OpenAlex,https://doi.org/10.1080/17538947.2026.2633840,岸; 土地覆盖; 鉴定（生物学）; 土地利用; 环境科学; 环境资源管理; 遥感; 自然资源; 卫星图像; 计算机科学; 自然（考古学）; 钥匙（锁）; 地理信息系统; 植被（病理学）; 封面（代数）; 制图学; 卫星图像
Acoustic-Spatial Analysis of Luwian Hieroglyphs: A New Method for Synchronizing Bronze Age Chronology,2026,Chronology; Timeline; Bronze Age; Synchronizing; Geology; Archaeology; Ancient history; Bronze; History; Magnetostratigraphy; Geodesy; Paleontology,OpenAlex,https://doi.org/10.5281/zenodo.18861089,年表; 时间线; 青铜时代; 同步; 地质学; 考古学; 古代历史; 青铜; 历史; 磁性地层学; 大地测量学; 古生物学
Acoustic-Spatial Analysis of Luwian Hieroglyphs: A New Method for Synchronizing Bronze Age Chronology,2026,Chronology; Timeline; Bronze Age; Synchronizing; Geology; Archaeology; Ancient history; Bronze; History; Magnetostratigraphy; Geodesy; Paleontology,OpenAlex,https://doi.org/10.5281/zenodo.18861090,年表; 时间线; 青铜时代; 同步; 地质学; 考古学; 古代历史; 青铜; 历史; 磁性地层学; 大地测量学; 古生物学
A Research Protocol for Assessing Environmental Stressors and Climate Resilience in South Sudan: Heat Stress in Juba and Flooding in Jonglei State,2026,Human settlement; Flooding (psychology); Flood myth; Environmental resource management; Climate change; Environmental planning; Geography; Stressor; Psychological resilience; Coping (psychology); Protocol (science); Resilience (materials science); Work (physics); Adaptive capacity; Heat stress; Urban heat island; Community resilience; Environmental science; Climate resilience,OpenAlex,https://doi.org/10.5281/zenodo.18372347,人类住区; 洪水（心理学）; 大洪水; 环境资源管理; 气候变化; 环境规划; 地理; 压力源; 心理弹性; 应对（心理学）; 协议（科学）; 弹性（材料科学）; 工作（物理）; 适应能力; 热应激; 城市热岛; 社区复原力; 环境科学; 气候适应能力
A Research Protocol for Assessing Environmental Stressors and Climate Resilience in South Sudan: Heat Stress in Juba and Flooding in Jonglei State,2026,Human settlement; Flooding (psychology); Flood myth; Environmental resource management; Climate change; Environmental planning; Geography; Stressor; Psychological resilience; Coping (psychology); Protocol (science); Resilience (materials science); Work (physics); Adaptive capacity; Heat stress; Urban heat island; Community resilience; Environmental science; Climate resilience,OpenAlex,https://doi.org/10.5281/zenodo.18372348,人类住区; 洪水（心理学）; 大洪水; 环境资源管理; 气候变化; 环境规划; 地理; 压力源; 心理弹性; 应对（心理学）; 协议（科学）; 弹性（材料科学）; 工作（物理）; 适应能力; 热应激; 城市热岛; 社区复原力; 环境科学; 气候适应能力
Theses: Možnosti geochemické analýzy pro poznání zaniklých výrobních areálů v horském prostředí,2026,Raw data; Czech; Interpretation (philosophy); Workflow; Transparency (behavior); Computer science; Statistical analysis; Identification (biology); Data processing; Raw material; Data mining,OpenAlex,https://doi.org/10.5281/zenodo.18492913,原始数据; 捷克; 解释（哲学）; 工作流程; 透明度（行为）; 计算机科学; 统计分析; 鉴定（生物学）; 数据处理; 原材料; 数据挖掘
Spatial Patterns and Overlap of Sedimentary and Rhizosphere Microbiomes of the Seagrass Zostera capensis.,2026,Seagrass; Rhizosphere; Ecology; Ecosystem; Microbiome; Zostera marina; Biogeochemical cycle; Biology; Environmental science; Metagenomics; Ecological succession; Sediment; Microbial population biology; Spatial ecology; Biogeochemistry; Climate change; Ecosystem engineer; Community structure; Estuary; Biodiversity,OpenAlex,https://doi.org/10.1111/1758-2229.70313,海草; 根际; 生态学; 生态系统; 微生物组; 大叶藻; 生物地球化学循环; 生物学; 环境科学; 宏基因组学; 生态演替; 沉积物; 微生物种群生物学; 空间生态学; 生物地球化学; 气候变化; 生态系统工程师; 群落结构; 河口; 生物多样性
29th AGILE conference on Geographic Information Science,2026,Agile software development; Geographic information system; Information system; Engineering; Computer science; Field (mathematics); Engineering management; Knowledge management; Data science,OpenAlex,https://doi.org/10.25798/9r54-bz36,敏捷软件开发; 地理信息系统; 信息系统; 工程; 计算机科学; 领域（数学）; 工程管理; 知识管理; 数据科学
Diversity of Strongyloides stercoralis Isolates from Humans in Iran,2026,Biology; Phylogenetic tree; Genetic diversity; Strongyloides stercoralis; Haplotype; Population; Genetics; Polymerase chain reaction; Genetic variation; Clade; Phylogenetics; Mitochondrial DNA; Hypervariable region; Cytochrome c oxidase subunit I; Mega-; Evolutionary biology; Zoology; Zoonosis; Phylogeography; Ribosomal RNA; Ribosomal DNA; Gene; Genetic variability; Sequence analysis,OpenAlex,https://doi.org/10.4269/ajtmh.25-0554,生物学; 系统发育树; 遗传多样性; 粪类强线虫; 单倍型; 人口; 遗传学; 聚合酶链反应; 遗传变异; 支序; 系统发生学; 线粒体DNA; 基因高变区; 细胞色素C氧化酶亚基I; 兆; 进化生物学; 动物学; 人畜共患病; 系统地理学; 核糖体RNA; 核糖体DNA; 基因; 遗传变异性; 序列分析
A diffusion model-based method for spatio-temporal geographical flow process,2026,Python (programming language); Computer science; Data file; Database; Process (computing); Data mining; Directory; Code (set theory); Diffusion; Flow (mathematics); Point (geometry); Information flow; Core (optical fiber); Program code; Data flow diagram; Documentation; Source code,OpenAlex,https://doi.org/10.6084/m9.figshare.31449970,Python（编程语言）; 计算机科学; 数据文件; 数据库; 过程（计算）; 数据挖掘; 目录; 代码（集合论）; 扩散; 流量（数学）; 点（几何）; 信息流; 纤芯（光纤）; 程序代码; 数据流图; 文档; 源代码
